order_number;sku_id;quantity;price
2999837;52556;2;153
2999837;52658;1;182
2999837;68451;3;305
2999838;55975;2;309
2999839;61125;2;312
2999840;37386;3;199
2999840;57378;3;31
2999840;58593;3;450
2999840;69849;9;287
2999841;20656;3;140
2999841;26560;1;276
2999842;34025;5;284
2999842;37841;9;387
2999843;46023;5;304
2999843;50773;6;475
2999844;33677;1;275
2999844;45554;1;49
2999845;59600;2;72
2999845;60665;2;16
2999845;68758;3;269
2999845;69519;9;475
2999846;33288;5;247
2999846;42508;1;337
2999846;66071;3;127
2999847;22506;1;125
2999848;22390;2;185
2999848;31401;2;371
2999849;25999;2;122
2999849;32981;1;290
2999850;43226;3;36
2999850;48078;1;72
2999850;61345;3;316
2999850;63513;1;110
2999850;67930;3;59
2999851;25993;2;441
2999851;48419;5;252
2999851;58957;1;53
2999851;69815;2;121
2999852;27541;9;175
2999852;59961;4;23
2999853;30179;3;228
2999853;48548;7;394
2999853;65429;1;70
2999854;66370;3;309
2999855;23701;1;233
2999855;64008;3;260
2999856;20688;4;191
2999856;26074;1;330
2999856;32490;5;140
2999857;44603;3;123
2999857;56270;2;124
2999857;67333;3;179
2999858;60932;3;391
2999858;63861;3;227
2999858;64468;8;322
2999858;64901;8;467
2999859;36654;2;263
2999859;46795;9;52
2999859;68706;3;95
2999860;62942;2;488
2999861;60208;4;178
2999862;20088;7;316
2999862;21595;3;485
2999862;35448;9;291
2999862;35514;8;401
2999862;49524;1;48
2999863;63184;1;437
2999864;27525;3;452
2999864;58455;1;77
2999864;59316;7;283
2999864;59767;1;210
2999865;48582;6;66
2999866;57135;6;85
2999866;64257;2;371
2999867;21951;3;496
2999867;25067;2;204
2999867;33081;2;351
2999867;45905;2;184
2999867;63529;7;137
2999868;22589;4;427
2999868;26062;2;104
2999868;27352;3;281
2999868;39675;3;395
2999868;54886;9;451
2999869;43249;3;286
2999869;46707;6;67
2999869;52677;3;471
2999869;54577;2;128
2999869;66033;5;63
2999870;20089;3;453
2999870;24402;1;166
2999870;48573;2;289
2999870;66699;3;477
2999871;20005;4;165
2999871;23136;2;101
2999871;49883;1;345
2999871;50113;2;470
2999871;54356;3;166
2999872;22484;2;356
2999872;39949;2;468
2999872;48108;6;340
2999872;58453;3;139
2999872;66428;2;401
2999873;56104;3;494
2999874;27593;1;282
2999874;27660;1;419
2999874;42918;1;405
2999874;63496;3;411
2999874;66392;1;72
2999875;49529;1;84
2999875;49568;1;185
2999876;44382;8;164
2999877;33574;1;98
2999877;35957;2;175
2999877;46842;3;279
2999878;59254;3;163
2999879;30302;3;497
2999879;40927;2;191
2999879;41976;4;193
2999880;28670;7;210
2999880;29589;3;361
2999880;55646;1;458
2999880;60992;6;492
2999881;36994;1;23
2999881;37575;2;57
2999881;50926;1;52
2999881;52280;3;353
2999881;62593;1;266
2999882;22359;1;231
2999882;57765;1;376
2999882;67732;1;469
2999883;32852;3;384
2999883;40397;2;192
2999883;46948;3;333
2999884;24980;3;82
2999884;34336;5;452
2999884;52641;2;474
2999884;66065;3;92
2999884;67166;8;327
2999885;59212;1;314
2999885;68042;3;363
2999886;48788;3;74
2999886;56404;2;145
2999887;23408;3;79
2999887;27909;2;453
2999887;61729;3;156
2999888;42440;2;185
2999888;57718;2;241
2999888;62779;2;323
2999889;39581;2;335
2999889;39994;7;420
2999889;54000;2;486
2999889;55929;8;330
2999889;62359;5;261
2999890;31353;2;105
2999890;33628;3;138
2999891;29588;2;46
2999891;31820;1;54
2999891;66015;3;260
2999891;68474;3;170
2999891;68948;1;116
2999892;22247;3;319
2999892;35879;8;164
2999892;46806;1;411
2999893;30981;3;476
2999893;31167;3;289
2999893;49210;1;263
2999894;20849;1;263
2999894;35952;2;239
2999895;37656;2;109
2999895;40025;5;142
2999895;40501;2;457
2999896;49287;3;358
2999896;62058;1;284
2999896;65446;1;279
2999897;26513;2;255
2999897;30416;3;273
2999897;39878;1;183
2999897;54702;3;149
2999898;43006;2;449
2999898;48890;3;482
2999898;53537;2;110
2999899;20035;3;384
2999899;20841;2;165
2999899;49617;2;88
2999899;67361;8;405
2999900;58741;2;145
2999900;60587;1;402
2999901;65568;1;284
2999902;59471;3;207
2999903;50029;3;299
2999903;57133;3;464
2999904;27886;2;472
2999904;34422;6;453
2999904;43449;4;495
2999905;48150;3;203
2999906;27267;3;322
2999906;33216;3;62
2999906;46212;2;277
2999906;65848;1;485
2999907;21710;1;292
2999907;27220;2;77
2999907;64485;1;474
2999907;66139;7;220
2999908;41977;1;205
2999908;53737;9;429
2999908;62945;1;370
2999909;20385;6;109
2999909;24718;2;241
2999909;30190;3;127
2999909;45517;2;485
2999910;28577;3;365
2999910;44848;3;375
2999910;51758;8;59
2999910;53515;5;217
2999910;66260;3;133
2999911;29844;3;290
2999911;35106;2;326
2999911;61221;3;286
2999911;62845;5;333
2999911;69632;3;99
2999912;28528;2;85
2999913;27687;1;367
2999913;30123;2;355
2999913;46184;1;328
2999913;57442;1;322
2999914;40718;3;347
2999914;54342;2;197
2999914;63656;8;260
2999915;52325;1;145
2999916;23132;5;405
2999916;54408;8;160
2999916;66556;4;170
2999916;66996;2;187
2999917;24468;8;226
2999918;44698;3;287
2999918;54170;2;269
2999919;21908;1;385
2999919;67917;1;87
2999920;56885;2;460
2999920;57034;3;52
2999920;57748;1;282
2999920;67142;1;208
2999921;20136;3;314
2999921;21654;9;274
2999921;31134;9;66
2999921;34439;2;184
2999922;38467;2;381
2999922;56176;1;290
2999923;29279;1;377
2999923;63039;3;327
2999924;38020;3;44
2999924;61711;4;271
2999925;40420;3;332
2999925;62681;9;249
2999926;55980;6;194
2999927;28709;1;425
2999927;34396;2;293
2999927;38607;2;269
2999927;46473;6;299
2999927;63709;3;41
2999928;28204;3;231
2999928;29399;1;399
2999928;29819;2;186
2999928;39567;2;300
2999928;44896;3;327
2999929;36202;2;216
2999929;46666;1;266
2999929;48732;3;461
2999930;41140;1;164
2999931;37782;2;400
2999931;44494;1;497
2999931;54685;3;438
2999931;56858;3;121
2999931;57168;3;79
2999932;35658;2;487
2999932;40591;1;201
2999932;41571;3;484
2999933;37992;7;352
2999933;45121;1;417
2999933;60038;1;313
2999933;63587;2;493
2999934;22346;5;217
2999934;31100;1;237
2999934;37805;1;125
2999934;52527;2;271
2999935;22118;1;171
2999935;54844;6;403
2999936;20586;1;218
2999936;30572;3;318
2999936;39484;3;467
2999936;59282;3;217
2999937;20530;1;238
2999937;36310;4;294
2999937;42225;3;393
2999937;68925;2;287
2999938;30201;1;405
2999938;65242;9;389
2999939;49905;3;395
2999939;62318;3;426
2999939;63348;3;276
2999939;66857;1;123
2999940;20134;1;66
2999940;21351;3;371
2999940;57722;3;224
2999940;65773;1;235
2999941;35519;9;282
2999942;21991;2;390
2999942;31350;3;441
2999942;36055;3;118
2999942;52607;1;274
2999942;66674;1;98
2999943;23499;3;379
2999943;52522;3;141
2999943;53308;2;304
2999944;26882;1;281
2999944;37717;1;375
2999944;45455;2;297
2999944;46378;1;334
2999944;65411;5;259
2999945;31801;3;205
2999946;38910;1;325
2999946;57643;2;402
2999946;66278;1;410
2999946;69674;3;465
2999947;55992;3;383
2999948;21620;3;145
2999949;44870;1;19
2999949;48092;3;314
2999949;52613;7;315
2999949;60543;1;181
2999949;67655;3;443
2999950;45508;3;338
2999951;32075;2;220
2999951;46991;1;84
2999951;67517;2;90
2999952;25362;2;462
2999952;28368;3;303
2999952;68002;3;160
2999953;21628;1;119
2999953;26988;3;209
2999953;39874;1;418
2999953;53866;3;398
2999953;69663;3;32
2999954;38475;1;252
2999955;22855;3;161
2999955;27536;2;31
2999955;45527;8;405
2999956;29318;3;269
2999956;45853;3;343
2999956;57865;2;62
2999957;49477;1;297
2999958;23161;1;351
2999958;51668;3;190
2999958;60695;2;294
2999959;31090;2;102
2999960;49674;2;384
2999960;53911;4;346
2999960;65421;3;404
2999961;44737;1;18
2999961;53304;3;250
2999962;24478;3;308
2999962;58523;2;79
2999962;60363;2;424
2999962;62856;1;108
2999962;64095;9;207
2999963;34637;3;221
2999963;37902;2;478
2999963;39376;2;416
2999963;43714;2;394
2999963;67637;3;118
2999964;37577;3;484
2999965;22877;8;242
2999965;39599;1;63
2999966;39292;1;28
2999966;53318;1;219
2999967;33660;1;371
2999967;37661;1;434
2999967;39666;2;227
2999967;53951;1;356
2999968;26376;1;422
2999968;66266;2;279
2999969;42361;3;369
2999969;68558;3;341
2999970;35524;5;128
2999970;35823;1;253
2999970;40020;3;396
2999971;23423;4;52
2999971;27751;8;241
2999972;29275;1;317
2999972;55335;3;335
2999972;58483;9;198
2999972;65495;1;121
2999972;66433;1;151
2999973;33596;2;197
2999973;54188;2;274
2999973;62368;2;58
2999973;67309;2;173
2999974;42326;8;81
2999974;66565;2;392
2999975;25083;3;433
2999975;35402;2;143
2999975;37273;3;60
2999975;49408;1;340
2999976;25259;6;120
2999976;29461;5;203
2999976;54427;3;97
2999977;25943;2;223
2999977;39443;2;86
2999977;40951;1;39
2999977;53167;1;216
2999977;69373;1;333
2999978;27234;1;365
2999978;53501;2;338
2999979;41901;4;153
2999979;51919;2;428
2999979;53311;1;310
2999979;54905;1;325
2999979;60715;8;19
2999980;39232;5;192
2999980;43367;4;139
2999980;43944;3;285
2999980;50536;3;412
2999981;22389;2;55
2999981;27582;2;489
2999981;41765;2;144
2999982;43109;3;89
2999982;64751;1;256
2999982;68603;1;407
2999983;35381;4;305
2999983;39143;3;455
2999983;48263;6;76
2999983;66589;5;30
2999983;69047;5;137
2999984;38349;2;243
2999984;46741;1;67
2999985;31649;2;221
2999985;40338;2;132
2999985;41715;2;168
2999985;60056;2;141
2999986;37836;3;378
2999986;43474;3;355
2999987;29888;4;417
2999987;56621;2;351
2999987;58638;2;24
2999987;64472;3;144
2999988;31255;5;129
2999988;38597;2;269
2999988;53215;4;175
2999988;68733;7;431
2999989;24999;2;152
2999989;33894;1;449
2999989;36906;1;365
2999989;61393;9;387
2999989;69127;3;293
2999990;23726;1;64
2999990;34368;3;193
2999990;68951;2;430
2999991;31367;1;58
2999991;33370;6;204
2999991;41702;7;26
2999991;65642;1;204
2999992;32929;1;142
2999992;39701;1;241
2999993;48443;3;461
2999993;52243;9;416
2999993;53689;1;246
2999994;20735;2;290
2999994;34935;7;395
2999995;22952;1;374
2999995;28819;1;410
2999995;54274;9;161
2999995;64514;9;46
2999996;56670;2;185
2999997;20996;1;495
2999997;32150;2;427
2999997;35885;2;263
2999997;64564;3;79
2999998;63935;3;229
2999998;68368;2;327
2999999;24889;2;46
2999999;37494;2;419
